,region,fips,lat,lon,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,time
80554,WA,53059,46.359912,-121.607329,227.31072285110824,>2000m,Steep,159.5,0.9478846100889032,84.2461988928,116.13942661717974,14.180851063829786,71.1063829787234,201.0,1.0,4.0,23.0,2005
80555,WA,53059,45.947594,-122.143241,61.4047225101984,>2000m,Steep,189.0,0.9507108946438804,115.4150594752,126.02363313779078,10.166666666666666,70.2156862745098,201.0,1.0,5.0,12.0,2005
80556,WA,53059,45.914707,-121.729215,161.0975676979784,>2000m,Moderate,157.0,0.8864724722107461,84.5191093312,128.49468476794354,15.436538461538465,79.07692307692308,201.0,1.0,4.0,21.0,2005
80557,WA,53059,46.097341,-121.792858,64.53834785441074,>2000m,Gentle,360.0,0.6004573366886822,80.0571568128,281.6998858374147,8.507017543859648,54.85087719298246,264.0,1.0,5.0,21.0,2005
80558,WA,53059,46.267683,-121.760878,11.6723028341272,>2000m,Steep,58.0,0.0416038229810339,20.452672256,64.24734238397177,8.492307692307692,35.15384615384615,263.0,1.0,5.0,23.0,2005
80559,WA,53059,46.148017,-122.082441,312.2593943757928,>2000m,Steep,190.0,0.9042982544360828,63.2655431936,103.78416846641592,18.27142857142857,73.64285714285714,201.0,1.0,5.0,23.0,2005
80560,WA,53059,46.144583,-122.221933,3.953487318949701,>2000m,Moderate,153.0,0.8574731659888873,10.14059248,42.00787771259693,6.258823529411765,29.47058823529412,264.0,3.0,4.0,12.0,2005
80561,WA,53059,46.092194,-122.014075,20.559333184891557,1000-1500m,Flat,0.0,0.693499990012931,48.4040454912,128.49468476794354,7.30576923076923,53.80769230769231,201.0,1.0,3.0,21.0,2005
80562,WA,53059,45.851769,-122.088439,441.5918459918029,>2000m,Steep,16.0,-0.3307594736927688,88.0779413376,128.49468476794354,22.484615384615385,84.38461538461539,264.0,1.0,4.0,23.0,2005
80563,WA,53061,47.886899,-121.271577,413.00302560779926,>2000m,Moderate,335.0,0.4002075332091841,63.3685273984,143.3209945488601,19.56206896551724,82.3103448275862,270.0,1.0,7.0,22.0,2005
80564,WA,53061,47.786034,-121.313855,293.5597564564513,>2000m,Steep,161.0,0.7666862064117786,100.284140768,111.19732335687422,21.691111111111116,105.44444444444444,201.0,1.0,5.0,23.0,2005
80565,WA,53061,47.839294,-121.424108,67.07724045292001,>2000m,Steep,226.0,0.8067942929214924,68.864316448,202.62623367252635,9.707317073170731,62.71951219512195,201.0,1.0,3.0,22.0,2005
80566,WA,53061,48.224621,-121.342861,168.55314813955877,>2000m,Steep,266.0,0.3587000997368887,88.5253923264,155.67625269962392,14.34920634920635,65.06349206349206,264.0,1.0,3.0,23.0,2005
80567,WA,53061,47.785659,-121.389229,27.97738872182655,>2000m,Moderate,208.33333333333331,0.8862326985931304,115.4250456832,210.03938856298464,7.6258823529411774,33.44705882352941,271.0,1.0,3.0,22.0,2005
80568,WA,53061,48.134404,-121.381044,76.50862233720225,>2000m,Steep,184.0,0.7544326748286865,99.6585450112,135.90783965840183,12.489090909090908,66.07272727272728,270.0,1.0,5.0,23.0,2005
80569,WA,53061,48.158617,-121.745374,279.5010135329579,>2000m,Steep,220.0,0.8277750345598012,98.5505350592,155.67625269962392,18.78253968253968,64.7936507936508,264.0,1.0,6.0,23.0,2005
80570,WA,53061,47.782673,-121.280234,29.2224025988396,>2000m,Steep,327.0,-0.2019339400951127,33.4943844224,187.7999238916098,6.8276315789473685,51.8421052631579,201.0,2.0,3.0,22.0,2005
80571,WA,53061,48.252027,-121.306439,34.19204215432255,1000-1500m,Flat,0.0,0.6658552716976718,28.6280708288,59.305239123666254,12.166666666666666,80.91666666666667,201.0,1.0,3.0,21.0,2005
80572,WA,53061,48.033025,-121.672468,4.37727095143385,1500-2000m,Steep,62.0,0.0583330791959331,62.3836347648,88.95785868549937,4.391666666666667,29.88888888888889,301.0,3.0,1.0,23.0,2005
80573,WA,53061,48.179531,-121.339147,20.527550327545203,>2000m,Moderate,190.0,0.9444226543938689,37.5687113728,207.56833693283187,6.4,43.88095238095238,201.0,2.0,2.0,23.0,2005
80574,WA,53065,48.661357,-117.639944,26.70251545573515,>2000m,Moderate,168.0,0.9219330253572844,50.7824847552,289.113040727873,5.418803418803419,41.83760683760684,267.0,2.0,5.0,22.0,2005
80575,WA,53065,48.356651,-117.569026,38.94460861928835,>2000m,Flat,0.0,0.6244707030228394,19.4178485824,39.536826082444165,12.54375,73.0625,281.0,1.0,4.0,22.0,2005
80576,WA,53065,48.657581,-117.715896,170.32300321116497,>2000m,Steep,292.0,0.3797814588983706,48.2159604288,88.95785868549937,17.65277777777778,99.55555555555556,201.0,1.0,4.0,22.0,2005
80577,WA,53065,48.893487,-117.991079,42.35774298105265,>2000m,Steep,210.0,0.7327736173569611,24.7256443968,37.06577445229141,13.953333333333337,65.33333333333333,201.0,1.0,6.0,11.0,2005
80578,WA,53065,48.259236,-117.61181,49.96804875665976,>2000m,Steep,223.0,0.579805700858105,13.6342271744,24.710516301527605,20.39,70.0,221.0,1.0,5.0,12.0,2005
80579,WA,53065,48.315982,-117.610054,30.55242097767465,>2000m,Flat,0.0,0.6250249399108866,26.1079421952,56.83418749351349,9.230434782608697,47.65217391304348,201.0,1.0,5.0,21.0,2005
80580,WA,53065,48.261279,-117.540659,197.1908754313044,>2000m,Steep,45.0,-0.0503634267652787,48.4309738176,103.78416846641592,19.535714285714285,98.0952380952381,267.0,1.0,3.0,23.0,2005
80581,WA,53073,48.902964,-121.951118,39.1973195614785,1000-1500m,Steep,171.0,0.9865429088864656,35.615868224,76.60260053473557,9.996774193548386,64.12903225806451,201.0,1.0,5.0,22.0,2005
80582,WA,53073,48.776483,-121.551167,11.2117327376364,1000-1500m,Steep,100.0,0.0726760342338479,13.8806454656,37.06577445229141,10.56,51.86666666666667,912.0,1.0,7.0,23.0,2005
80583,WA,53073,48.731437,-121.958736,51.63086675781865,>2000m,Steep,79.0,0.1830287284434026,41.0861752256,96.37101357595766,11.866666666666667,40.53846153846154,264.0,1.0,7.0,22.0,2005
80584,WA,53073,48.969861,-121.835973,299.604125329935,>2000m,Steep,199.0,0.9557263311160444,77.32752442239999,200.1551820423736,13.3679012345679,63.97530864197531,264.0,1.0,3.0,22.0,2005
80585,WA,53073,48.715477,-120.884037,48.67396757826975,>2000m,Steep,12.0,-0.6360421579550752,34.939905247999995,106.2552200965687,10.095348837209302,54.97674418604651,201.0,1.0,5.0,23.0,2005
80586,WA,53077,46.647105,-121.176456,331.6178233735886,>2000m,Gentle,172.0,0.801098209120708,52.0669636288,101.31311683626318,22.20731707317073,106.29268292682929,221.0,1.0,4.0,23.0,2005
80587,WA,53077,46.849565,-121.099715,75.21693783201665,>2000m,Steep,131.0,0.8133242462257728,29.5828900544,76.60260053473557,13.593548387096773,66.19354838709677,221.0,1.0,5.0,12.0,2005
80588,WA,53077,46.794886,-121.020291,38.30979316346036,>2000m,Steep,275.0,0.4391724898981931,17.6486368768,49.42103260305521,13.435,53.65,221.0,1.0,5.0,19.0,2005
80589,WA,53077,46.605495,-121.099674,6.599767429504701,>2000m,Moderate,10.0,0.4631574802491853,12.8224517696,37.06577445229141,6.253333333333333,31.866666666666667,201.0,3.0,4.0,22.0,2005
80590,WA,53077,46.777567,-121.06407,8.675014825747349,>2000m,Moderate,135.0,0.8197644268873052,10.5496367424,24.710516301527605,10.71,44.3,201.0,1.0,5.0,22.0,2005
80591,WA,53077,46.928285,-121.071083,56.7722694225369,>2000m,Steep,194.0,0.9547503284211616,28.4141593664,56.83418749351349,14.434782608695652,80.47826086956522,201.0,1.0,4.0,24.0,2005
80592,WA,53077,46.89674,-120.921813,11.1444979720278,>2000m,Gentle,162.0,0.7733055564251134,16.341338944,49.42103260305521,9.425,44.5,221.0,1.0,5.0,22.0,2005
80593,WA,53003,46.182703,-117.392691,10.4998731441127,>2000m,Steep,150.5,0.9345406665475676,3.415742272,9.88420652061104,17.675,47.5,201.0,1.0,6.0,12.0,2006
80594,WA,53007,47.875779,-120.807745,105.0449064574508,>2000m,Steep,85.0,0.4638046102972818,79.0622320576,143.3209945488601,11.975862068965515,61.741379310344826,201.0,1.0,5.0,12.0,2006
80595,WA,53007,47.351865,-120.462693,66.23382222606736,>2000m,Steep,62.5,-0.159180141163517,59.473378272000005,91.42891031565212,12.66216216216216,63.648648648648646,201.0,1.0,5.0,23.0,2006
80596,WA,53007,47.824829,-120.695047,82.0222109513851,>2000m,Moderate,263.0,0.6664483069371222,22.9824197888,37.06577445229141,22.33333333333333,99.8,201.0,1.0,4.0,22.0,2006
80597,WA,53007,47.947376,-120.796956,136.13093739121553,>2000m,Steep,75.0,-0.0487193495124236,73.6214704576,133.43678802824903,14.475925925925926,77.94444444444444,201.0,1.0,6.0,12.0,2006
80598,WA,53007,47.924713,-120.954896,17.1740529532714,>2000m,Steep,81.0,0.2675832512049907,21.5133452864,66.71839401412453,9.596296296296297,47.51851851851852,201.0,1.0,6.0,12.0,2006
80599,WA,53007,47.551524,-120.757628,0.7836514258777001,>2000m,Steep,270.5,0.1855155951590463,2.7513265664,4.942103260305521,10.9,21.0,201.0,1.0,5.0,12.0,2006
80600,WA,53007,47.404593,-120.607814,126.8476006466944,>2000m,Steep,248.0,0.3998432925771672,29.461150144,69.1894456442773,20.982142857142858,68.71428571428571,201.0,1.0,6.0,12.0,2006
80601,WA,53007,48.015146,-120.583045,59.588976008526906,>2000m,Moderate,72.0,0.5689019918405743,79.9818814656,116.13942661717974,9.98723404255319,62.63829787234042,266.0,1.0,4.0,23.0,2006
80602,WA,53009,48.068405,-123.662788,3.87339649911335,1000-1500m,Steep,352.0,-0.9071447535275337,12.4462357312,56.83418749351349,6.48695652173913,34.69565217391305,201.0,2.0,4.0,23.0,2006
80603,WA,53009,48.116755,-124.099162,17.0371843367806,1500-2000m,Steep,180.0,0.8756058157920398,29.3169125696,130.9657363980963,7.279245283018868,40.905660377358494,201.0,1.0,5.0,23.0,2006
80604,WA,53009,48.091209,-124.10203,155.7352500926243,1500-2000m,Steep,22.0,-0.2876835417120471,82.5576573824,113.66837498702698,10.834782608695653,55.45652173913044,301.0,1.0,1.0,23.0,2006
80605,WA,53009,47.96527,-124.234936,78.09716454100476,500-1000m,Steep,257.0,0.6255089400934868,59.3907567488,185.32887226145704,9.548,89.02666666666667,301.0,1.0,1.0,23.0,2006
80606,WA,53009,48.016959,-124.097027,58.7388279998838,>2000m,Steep,37.0,-0.0248024863981848,68.6484536576,237.22095649466505,8.255208333333334,55.28125,201.0,1.0,5.0,23.0,2006
80607,WA,53009,48.044667,-123.517524,243.6906102775816,>2000m,Steep,2.0,-0.6692592087452451,69.21982545280001,163.0894075900822,14.493939393939394,75.10606060606061,201.0,1.0,6.0,23.0,2006
80608,WA,53009,48.162793,-124.324541,182.40717349998675,1500-2000m,Steep,284.0,0.2006107874933841,59.9048054144,71.66049727443006,19.29655172413793,84.48275862068965,301.0,1.0,2.0,23.0,2006
80609,WA,53009,47.944316,-124.177304,132.7132862012208,1000-1500m,Steep,273.0,0.550839325018591,149.5659395072,106.2552200965687,15.567441860465117,92.7906976744186,201.0,1.0,2.0,23.0,2006
80610,WA,53019,48.658681,-118.311612,0.1119107627466499,>2000m,Gentle,183.0,0.8223054442048852,5.197144038399999,46.94998097290245,1.6263157894736844,10.736842105263158,281.0,3.0,4.0,22.0,2006
80611,WA,53019,48.705841,-118.166522,11.56100167703685,>2000m,Steep,100.0,0.6105773753402257,16.5234781952,24.710516301527605,11.6,53.3,221.0,1.0,4.0,12.0,2006
80612,WA,53019,48.720047,-118.577432,33.7310263641586,>2000m,Moderate,107.5,0.6920319125264544,47.3649059392,51.89208423320797,12.266666666666667,64.61904761904762,201.0,1.0,6.0,22.0,2006
80613,WA,53019,48.506935,-118.808755,38.4054301369295,>2000m,Gentle,195.0,0.7884096748512387,32.0348599488,56.83418749351349,12.256521739130434,68.91304347826087,201.0,1.0,6.0,23.0,2006
80614,WA,53019,48.930388,-118.809649,2.4010844855484503,>2000m,Steep,40.0,0.010413935723203,3.853069312,22.239464671374844,6.055555555555555,34.44444444444444,201.0,3.0,5.0,22.0,2006
80615,WA,53019,48.55652,-118.736424,21.6413722057477,>2000m,Steep,215.5,0.8908027165795336,60.18292704639999,44.47892934274969,11.877777777777778,50.388888888888886,201.0,1.0,4.0,11.0,2006
80616,WA,53019,48.78169,-118.259113,57.6571775990188,>2000m,Steep,120.0,0.3172414815239117,37.6050519872,106.2552200965687,11.246511627906978,70.11627906976744,304.0,1.0,4.0,24.0,2006
80617,WA,53019,48.489512,-118.261554,174.6129558026955,>2000m,Steep,310.0,0.2668127277452531,39.1016516928,81.5447037950411,20.45151515151515,90.87878787878788,221.0,1.0,4.0,22.0,2006
80618,WA,53019,48.857323,-118.224683,18.28236496937325,>2000m,Steep,215.0,0.6822754591955785,3.3751546496,7.413154890458282,25.566666666666663,94.0,201.0,3.0,5.0,12.0,2006
80619,WA,53019,48.810987,-118.23343,20.519090029572556,>2000m,Steep,112.0,0.6335187076817015,44.2248059648,32.123671191985885,11.53076923076923,69.07692307692308,201.0,1.0,5.0,12.0,2006
80620,WA,53019,48.736279,-118.2782,26.5036300327709,>2000m,Gentle,350.0,0.506159819535993,24.2218115072,49.42103260305521,12.065,73.4,201.0,1.0,6.0,11.0,2006
80621,WA,53019,48.9859,-118.468582,67.45311042897735,>2000m,Steep,15.0,0.1195201996081501,42.420952448,103.78416846641592,12.502380952380951,72.52380952380952,201.0,1.0,4.0,22.0,2006
80622,WA,53019,48.987955,-118.317397,39.53433596048775,>2000m,Steep,287.0,0.4395957991923544,24.943022336,64.24734238397177,11.642307692307693,56.53846153846154,201.0,1.0,5.0,23.0,2006
80623,WA,53023,46.161078,-117.53799,125.95769272039703,>2000m,Steep,121.0,0.7693781982848897,55.3729953536,111.19732335687422,14.006666666666666,76.2,267.0,1.0,5.0,22.0,2006
80624,WA,53023,46.231009,-117.433451,17.5199548245255,>2000m,Gentle,25.0,0.6195515533336403,13.1479562368,19.76841304122208,15.1875,58.125,221.0,1.0,5.0,21.0,2006
80625,WA,53027,47.426022,-123.718111,42.579933656345744,1000-1500m,Steep,78.0,0.2095266732039699,137.7127238336,234.74990486451225,7.632631578947369,47.90526315789474,301.0,1.0,3.0,22.0,2006
80626,WA,53027,47.398249,-123.831222,70.4504655000544,1500-2000m,Steep,359.0,-0.0417658474735603,69.90501706239999,84.01575542519386,15.235294117647058,80.3529411764706,301.0,1.0,3.0,22.0,2006
80627,WA,53027,47.452421,-123.761126,483.9528131113308,>2000m,Moderate,129.0,0.793993184099193,68.71280156799999,79.07365216488833,29.753125,112.90625,301.0,1.0,3.0,22.0,2006
80628,WA,53027,47.501203,-123.514086,412.78614788928303,>2000m,Steep,69.0,0.2318455368228733,78.77892218880001,84.01575542519386,23.935294117647057,90.58823529411764,264.0,1.0,3.0,22.0,2006
80629,WA,53027,47.331293,-123.729373,27.271669365410304,500-1000m,Moderate,243.0,0.7538619780179215,30.368334009599995,84.01575542519386,10.623529411764704,62.44117647058823,201.0,1.0,2.0,22.0,2006
80630,WA,53031,47.528451,-123.876585,456.0414577462608,1000-1500m,Steep,99.0,0.5590471562684968,79.982983392,111.19732335687422,24.07333333333333,114.4,264.0,1.0,4.0,22.0,2006
80631,WA,53031,47.572544,-123.872591,63.29591452044036,1000-1500m,Steep,143.5,0.8911138695714296,81.4565574272,121.08152987748528,11.459183673469388,71.16326530612245,201.0,1.0,4.0,22.0,2006
80632,WA,53031,47.644663,-124.0513,19.601025852496957,1000-1500m,Steep,37.0,-0.0190381729882948,36.0575340992,101.31311683626318,8.06829268292683,58.609756097560975,301.0,1.0,2.0,22.0,2006
80633,WA,53031,47.7466,-122.955567,28.64830288922205,>2000m,Steep,330.0,-0.2189283045111457,53.1064016192,121.08152987748528,7.742857142857142,56.142857142857146,201.0,1.0,4.0,22.0,2006
80634,WA,53033,47.755118,-121.172417,25.177242852626403,>2000m,Steep,115.0,0.6604427979558135,28.6222168448,69.1894456442773,7.971428571428571,35.5,264.0,1.0,3.0,23.0,2006
80635,WA,53033,47.714181,-121.470123,149.79114113731384,>2000m,Steep,186.0,0.8367035445927838,104.4616585344,130.9657363980963,13.20754716981132,55.79245283018868,271.0,1.0,4.0,23.0,2006
80636,WA,53033,47.470643,-121.516878,468.1785212873209,>2000m,Moderate,207.0,0.8597760152173536,103.6303698496,128.49468476794354,26.428846153846152,93.8846153846154,304.0,1.0,3.0,23.0,2006
80637,WA,53033,47.498569,-121.589141,319.29424185725566,>2000m,Steep,65.0,0.3172666367744033,52.5620729344,91.42891031565212,25.31891891891892,89.1891891891892,270.0,1.0,5.0,22.0,2006
80638,WA,53033,47.540125,-121.575552,34.246732623405805,1000-1500m,Steep,118.66666666666669,0.4587053312527558,66.1600283648,51.89208423320797,11.276190476190475,67.04761904761905,301.0,1.0,3.0,23.0,2006
80639,WA,53033,47.743746,-121.49959,117.6779391731201,>2000m,Steep,292.5,-0.3519794163700653,88.8257361408,88.95785868549937,10.622222222222222,45.25,270.0,1.0,4.0,23.0,2006
80640,WA,53033,47.148507,-121.483752,116.32174551137982,>2000m,Steep,348.5,0.0160777240903238,91.9428104448,121.08152987748528,13.281632653061225,83.63265306122449,264.0,1.0,3.0,23.0,2006
80641,WA,53033,47.707567,-121.250459,152.10995682446932,1000-1500m,Steep,63.5,0.3901887280993961,122.9983333056,81.5447037950411,17.542424242424243,111.36363636363636,709.0,1.0,2.0,23.0,2006
80642,WA,53037,47.044442,-121.122258,22.26411091866105,>2000m,Moderate,84.5,0.5550625340374196,31.559172096,81.5447037950411,7.996969696969696,39.48484848484848,201.0,1.0,6.0,12.0,2006
80643,WA,53037,47.388766,-121.30193,180.0051020712669,>2000m,Steep,350.0,0.0872780430943691,49.7005078144,74.13154890458281,20.566666666666663,79.1,301.0,1.0,4.0,23.0,2006
80644,WA,53037,47.307086,-120.6873,35.36208205763506,>2000m,Gentle,280.0,0.6270504662365863,71.19101108480001,86.48680705534662,9.768571428571429,61.94285714285714,201.0,1.0,4.0,23.0,2006
80645,WA,53037,47.17437,-121.185668,80.40754185625525,>2000m,Steep,130.0,0.7353866401278037,60.9962635136,138.3788912885546,11.332142857142856,75.48214285714286,201.0,1.0,4.0,12.0,2006
80646,WA,53037,47.238007,-120.718341,56.283499828391456,>2000m,Steep,78.5,0.3967303553236497,45.8569426176,61.77629075381901,14.66,69.88,201.0,1.0,5.0,11.0,2006
80647,WA,53037,47.242811,-121.112918,150.49874974805184,>2000m,Steep,55.0,-0.2310807874445433,30.329605888000003,71.66049727443006,19.46551724137931,93.20689655172414,201.0,1.0,3.0,23.0,2006
80648,WA,53037,47.048815,-121.165157,138.50233769111168,>2000m,Steep,177.0,0.9917971865551428,42.9819248128,108.72627172672146,14.90681818181818,95.63636363636364,201.0,1.0,4.0,23.0,2006
80649,WA,53037,47.365936,-121.255965,1.975890018994,>2000m,Moderate,165.0,0.9418838565842618,3.0014638592000003,12.355258150763802,8.8,45.8,301.0,1.0,4.0,23.0,2006
80650,WA,53037,47.284708,-120.713471,27.2870040168898,>2000m,Steep,16.0,-0.1894546315442865,33.7478504512,108.72627172672146,7.872727272727272,48.20454545454545,201.0,1.0,4.0,23.0,2006
80651,WA,53039,45.914392,-121.594785,81.8255220548033,>2000m,Steep,156.5,0.9433582839578292,100.7953198336,74.13154890458281,13.96,68.36666666666666,201.0,1.0,3.0,23.0,2006
80653,WA,53041,46.683904,-121.783258,383.20898589982266,>2000m,Moderate,16.0,0.24441573035146,66.08945916159999,96.37101357595766,22.2948717948718,127.7948717948718,201.0,1.0,3.0,22.0,2006
80654,WA,53041,46.413244,-121.531461,13.2390844345901,>2000m,Gentle,186.0,0.8142367493825565,25.2771815168,46.94998097290245,7.626315789473685,37.526315789473685,201.0,2.0,2.0,13.0,2006
80655,WA,53041,46.689131,-122.357242,6.594357923829651,>2000m,Steep,349.0,0.2032165715725422,20.0356849408,130.9657363980963,4.80377358490566,27.849056603773583,201.0,3.0,3.0,23.0,2006
80656,WA,53041,46.587629,-121.717265,42.487919474071305,1000-1500m,Moderate,22.0,0.3848928312014325,37.9782606848,103.78416846641592,10.435714285714289,72.02380952380952,911.0,1.0,2.0,22.0,2006
80657,WA,53041,46.733238,-121.914502,26.7139516306331,1500-2000m,Flat,0.0,0.6853960474510016,67.12074748799999,111.19732335687422,7.84,59.46666666666667,201.0,1.0,3.0,21.0,2006
80658,WA,53041,46.392808,-122.001705,75.74635240732695,>2000m,Moderate,62.0,0.4918168202001464,67.9859204096,158.14730432977666,10.9625,73.28125,201.0,1.0,2.0,22.0,2006
80659,WA,53041,46.655204,-121.536036,94.14499669267246,>2000m,Moderate,123.0,0.7837909377786406,115.24290643199998,133.43678802824903,9.872222222222222,54.7037037037037,264.0,1.0,2.0,22.0,2006
80660,WA,53041,46.668424,-122.285096,32.598535574730604,>2000m,Steep,101.0,0.4157984040182871,43.1692523008,150.7341494393184,9.131147540983608,50.14754098360656,201.0,1.0,2.0,23.0,2006
80661,WA,53045,47.385265,-123.355123,4.977660295315351,>2000m,Steep,329.0,-0.2077640973682021,10.1746144576,59.305239123666254,6.375,39.333333333333336,201.0,3.0,4.0,23.0,2006
80662,WA,53045,47.358223,-123.326215,42.72148190004605,1000-1500m,Steep,222.0,0.8121275500964902,38.1132466688,98.84206520611042,10.695,69.525,201.0,1.0,3.0,22.0,2006
80663,WA,53045,47.35107,-123.439206,1.6841728175687505,1000-1500m,Steep,295.0,-0.423768646246728,5.706417689599999,27.18156793168037,5.627272727272727,29.545454545454547,201.0,3.0,2.0,29.0,2006
80664,WA,53045,47.456016,-123.477404,0.3146811190619,>2000m,Steep,314.0,0.0425666299245048,6.7563239808,46.94998097290245,2.1789473684210527,13.789473684210526,301.0,3.0,3.0,22.0,2006
80665,WA,53045,47.408711,-123.440125,394.6442150615308,1500-2000m,Steep,212.5,0.8487436759819649,110.8325608,138.3788912885546,17.544642857142858,76.85714285714286,301.0,1.0,3.0,22.0,2006
80666,WA,53045,47.526085,-123.15132,78.22712779119006,>2000m,Steep,170.5,0.91114732538679,70.8931006912,32.123671191985885,21.09230769230769,85.92307692307692,201.0,1.0,4.0,23.0,2006
80667,WA,53047,48.51068,-118.923575,11.5928657556576,>2000m,Steep,354.0,-0.4111140881256745,14.6075725376,42.00787771259693,8.200000000000001,38.05882352941177,201.0,1.0,5.0,12.0,2006
80668,WA,53047,48.924335,-119.341514,5.5552210372973,>2000m,Moderate,344.0,0.2399473955933506,9.5279214016,42.00787771259693,7.376470588235295,40.64705882352941,201.0,2.0,5.0,22.0,2006
80669,WA,53047,48.325194,-119.9,29.57319556022675,>2000m,Gentle,198.0,0.7781556429179277,26.0073684544,66.71839401412453,11.75925925925926,55.66666666666666,221.0,1.0,5.0,22.0,2006
80670,WA,53047,48.874911,-119.302456,11.9901806398061,>2000m,Flat,216.0,0.7083162030407507,18.0887187328,64.24734238397177,8.157692307692308,41.26923076923077,201.0,1.0,5.0,23.0,2006
80671,WA,53047,48.203485,-120.241853,8.02108943336095,>2000m,Steep,32.0,-0.6085886773217949,16.071412889599998,61.77629075381901,7.808,43.08,201.0,2.0,5.0,12.0,2006
80672,WA,53047,48.592552,-119.142991,18.453560794006552,>2000m,Gentle,40.0,0.5515910690274245,18.6806139072,34.59472282213865,12.921428571428573,66.14285714285714,221.0,1.0,5.0,22.0,2006
80673,WA,53047,48.581336,-120.470312,109.73979222504468,>2000m,Moderate,58.0,0.3975588863982363,52.6858100864,88.95785868549937,15.158333333333337,85.5,201.0,1.0,5.0,22.0,2006
80674,WA,53047,48.411747,-120.293006,21.602445822767,>2000m,Steep,332.0,-0.3025727523682627,9.1539780864,19.76841304122208,14.2875,53.625,201.0,1.0,6.0,12.0,2006
80675,WA,53047,48.460178,-120.303155,10.744981907727649,>2000m,Steep,314.0,0.2166947869744456,5.3523320064,22.239464671374844,8.399999999999999,37.44444444444444,201.0,3.0,5.0,22.0,2006
80676,WA,53047,48.296995,-119.975724,5.753378185732349,>2000m,Steep,40.0,0.0660000811371083,11.6153832256,34.59472282213865,8.964285714285714,42.5,221.0,1.0,6.0,19.0,2006
80677,WA,53047,48.498978,-119.074548,31.96416106241345,>2000m,Gentle,170.0,0.7588340187275369,28.2580760832,88.95785868549937,9.155555555555557,58.11111111111112,321.0,1.0,4.0,23.0,2006
80678,WA,53047,48.363648,-120.412076,58.31497412373016,>2000m,Moderate,13.0,0.4379377335739307,30.2043995008,88.95785868549937,11.869444444444444,73.94444444444444,201.0,1.0,5.0,21.0,2006
80679,WA,53047,48.46477,-120.551075,52.4966823115121,>2000m,Steep,252.0,0.4628650026616944,20.2532465344,39.536826082444165,19.6375,64.4375,201.0,1.0,7.0,12.0,2006
80680,WA,53047,48.932635,-118.968064,58.23658268622555,>2000m,Moderate,246.0,0.7240141923586474,39.9237576576,103.78416846641592,11.323809523809524,66.02380952380952,201.0,1.0,5.0,22.0,2006
80681,WA,53047,48.404885,-120.361433,16.5971800892638,>2000m,Steep,50.0,0.0299085241459618,10.2219972928,34.59472282213865,10.94285714285714,63.5,201.0,1.0,6.0,22.0,2006
80682,WA,53047,48.687681,-119.061484,18.85130614732265,>2000m,Gentle,284.0,0.590637903343012,19.3218891584,56.83418749351349,8.421739130434782,49.0,201.0,1.0,5.0,23.0,2006
80683,WA,53047,48.255625,-120.239719,23.014387434094097,>2000m,Steep,354.0,-0.2259477994468438,22.1188079296,71.66049727443006,9.341379310344829,47.96551724137931,201.0,1.0,5.0,22.0,2006
80684,WA,53051,48.774383,-117.562186,85.184259171932,>2000m,Steep,258.0,0.6053587136131955,44.2600676096,130.9657363980963,10.766037735849055,76.9245283018868,321.0,1.0,4.0,22.0,2006
80685,WA,53051,48.988804,-117.391644,38.68713353443616,>2000m,Steep,318.0,-0.037886405130775,40.411658528,103.78416846641592,10.697619047619048,70.19047619047619,321.0,1.0,3.0,23.0,2006
80686,WA,53051,48.996631,-117.428372,26.60349122312775,>2000m,Steep,130.0,0.6109042884641757,33.8535665152,170.50256248054046,6.995652173913044,44.492753623188406,304.0,2.0,4.0,23.0,2006
80687,WA,53051,48.458226,-117.15108,106.31434061173526,>2000m,Steep,71.0,0.2740626989040214,65.8585137536,138.3788912885546,13.016071428571427,75.14285714285714,301.0,1.0,3.0,22.0,2006
80688,WA,53051,48.844445,-117.444154,14.27817341375175,>2000m,Steep,42.0,-0.5479620439508165,21.4204620736,91.42891031565212,6.962162162162163,35.91891891891892,201.0,1.0,5.0,11.0,2006
80689,WA,53051,48.788739,-117.299785,22.9320813562301,>2000m,Steep,352.0,-0.3646621141808027,22.5211258496,103.78416846641592,7.980952380952381,60.642857142857146,201.0,1.0,4.0,23.0,2006
80690,WA,53051,48.558537,-117.460966,35.65687301645355,>2000m,Moderate,202.0,0.8442423813595913,42.519666688,237.22095649466505,6.70625,56.59375,321.0,2.0,5.0,22.0,2006
80691,WA,53051,48.576547,-117.432289,11.21684363990465,>2000m,Gentle,117.5,0.71169092712134,19.6279262592,44.47892934274969,7.077777777777778,44.833333333333336,201.0,1.0,4.0,19.0,2006
80692,WA,53051,48.313369,-117.173345,70.5980068726622,>2000m,Flat,0.0,0.6650561211694005,41.8297230208,71.66049727443006,14.324137931034482,80.55172413793103,267.0,1.0,4.0,21.0,2006
80693,WA,53051,48.744998,-117.307618,36.1820460274807,>2000m,Gentle,354.0,0.5489393987540743,35.0849692672,111.19732335687422,9.1,73.91111111111111,281.0,1.0,4.0,23.0,2006
80694,WA,53051,48.226245,-117.390918,192.6020442452444,>2000m,Steep,123.0,0.5647641698340087,35.719288608,71.66049727443006,22.36896551724138,97.6896551724138,221.0,1.0,4.0,22.0,2006
